table_id,declared_id,name,function_name,source_kind,dimensions,shape,breakpoint_ids,flat_index,coordinates,value,issues
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,27,"[30.0,0.6]",-0.0004291,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,28,"[30.0,0.8]",-0.00046811,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,29,"[30.0,0.9]",-0.00050712,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,30,"[30.0,0.95]",-0.00056564,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,31,"[30.0,1.1]",-0.00041864,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,32,"[30.0,1.2]",-0.00032059,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,33,"[30.0,1.6]",7.1525e-05,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,34,"[30.0,2.0]",-2.1571e-05,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,35,"[30.0,2.5]",0.00011089,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,36,"[30.0,3.0]",3.5324e-05,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,37,"[30.0,3.5]",1.5963e-05,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,38,"[30.0,4.0]",8.5813e-06,
